user_score;publisher;title;genre;score;release
;;Snowcat Simulator;;;Nov 26, 2014
;;Snowy: Fish Frenzy;;;Sep 26, 2005
;;Snowy: Treasure Hunter;;;Apr 15, 2005
4.8;;Snuggle Truck;;;Feb 3, 2012
6.7;Extend Interactive;So Many Me;Action,Miscellaneous,Action,Puzzle,Puzzle;78;Jul 17, 2014
;;Soccer Legends;;;Aug 5, 2015
;;Soccer Manager 2015;;;Jul 16, 2015
;;Soccer Manager 2016;;;Oct 7, 2015
;;Soccer Pinball Thrills;;;Jun 26, 2015
;;Soccertron;;;Mar 12, 2015
;;Social Caterpillar;;;Apr 22, 2014
3.4;;Social Justice Warriors;;;Feb 27, 2015
;;Socioball;;;Jan 31, 2013
9.2;;Soda Drinker Pro;;;Jan 8, 2013
;Sierra Entertainment;SODA Off-Road Racing;Driving,Racing,Rally/Offroad,Rally/Offroad;;Oct 31, 1997
;;Soda Star;;;May 14, 2015
8.5;Alan Hazelden & Harry Lee;Sokobond;Action,Miscellaneous,Action,Puzzle,Puzzle;82;Aug 27, 2013
;;Sol Divide;;;Jul 13, 2015
8.1;;Sol Survivor;;75;Mar 15, 2010
7.1;;SOL: Exodus;;57;Jan 25, 2012
7.0;;Solar 2;;72;Jun 17, 2011
;;Solar Flux;;;Mar 24, 2014
;;Solar Flux HD;;;Aug 15, 2013
;;Solar Shifter EX;;;Sep 11, 2015
;;Solar Struggle;;;Mar 29, 2012
;;Solar System Conflict;;;Apr 6, 2015
;;Solar War;;;Jan 6, 2015
;;Solar Wings;;;Nov 20, 2011
5.9;;Solarix;;47;Apr 30, 2015
;;Soldier;;;Dec 14, 2001
;DreamCatcher Interactive;Soldier Boyz;Action,General,General;;Apr 30, 1997
4.0;DreamCatcher Interactive;Soldier Elite;ActionAdventure,Sci-Fi;40;May 29, 2006
;;Soldier Front;;;Feb 14, 2007
7.8;;Soldier Front 2;;;Jul 3, 2013
8.7;Activision;Soldier of Fortune;Action,Shooter,First-Person,Modern,Shooter,Modern,Arcade;;Feb 29, 2000
7.3;Activision;Soldier of Fortune II: Double Helix;Action,Shooter,First-Person,Modern,Shooter,Modern;80;May 20, 2002
4.9;Activision Value;Soldier of Fortune: Payback;Action,Shooter,First-Person,Modern,Shooter,Modern,Arcade;45;Nov 14, 2007
8.8;Activision Value;Soldier of Fortune: Platinum Edition;Action,Shooter,First-Person,Modern;;Sep 7, 2001
;;Soldier vs. Aliens;;;Nov 17, 2013
;SSI;Soldiers at War;Strategy,General,General;;Apr 30, 1998
;;Soldiers Inc.;;;Aug 1, 2013
7.8;Simon & Schuster;Soldiers of Anarchy;Strategy,Real-Time,Sci-Fi,Sci-Fi;73;Oct 8, 2002
8.4;Codemasters;Soldiers: Heroes of World War II;Strategy,Real-Time,Military,Military;77;Jun 30, 2004
;;Soldner-X: Himmelssturmer;;;Dec 14, 2007
4.4;Encore Software, Inc.;Soldner: Secret Wars;Action,Shooter,Third-Person,Tactical,Modern;43;Jun 22, 2004
6.8;;SolForge;;;Jul 1, 2013
;Empire Interactive;Solid Ice;Sports,Traditional,IceHockey,Sim,Sim;;Sep 30, 1996
;;Solitaire Epic;;;Mar 12, 2008
;;Solium Infernum;;;Nov 26, 2009
4.6;;Solstice Arena;;;Oct 15, 2013
8.2;;SOMA;;84;Sep 22, 2015
;;Sometimes;;;Oct 4, 2014
;;Somyeol HD;;;Nov 6, 2013
8.1;;Son of Nor;;54;Mar 31, 2015
;;SONAR;;;Nov 15, 2011
;;Song of Saya - Saya no Uta;;;May 6, 2013
;;Song of the Myrne: What Lies Beneath;;;Jan 27, 2014
;;Songs2See;;;Nov 26, 2013
;;Songs2See Game;;;Feb 18, 2014
8.4;Sega;Sonic & All-Stars Racing Transformed;Driving,Racing,Kart,Other,Arcade,Kart;79;Jan 31, 2013
8.4;Sega;Sonic & Sega All-Stars Racing;Driving,Racing,Kart,Arcade,Kart,Automobile;65;Mar 3, 2010
8.6;;Sonic 3 & Knuckles;;;Jan 26, 2011
7.3;Sega;Sonic 3D Blast;Action,Platformer,3D,Platformer,3D;;Sep 30, 1997
6.3;;Sonic 3D Blast (Genesis);;;Jun 1, 2010
8.2;Sega;Sonic Adventure 2;Action,Platformer,3D,Platformer,3D;;Nov 19, 2012
7.9;;Sonic Adventure DX Director's Cut (2011);;;Mar 4, 2011
8.6;;Sonic CD;;;Jan 19, 2012
8.3;Sega;Sonic CD (1995);Action,Platformer,2D;;Aug 26, 1996
5.0;;Sonic Dash;;;Dec 3, 2014
8.2;Sega;Sonic Generations;Action,Platformer,3D,Platformer,3D;77;Nov 3, 2011
;;Sonic Generations: Casino Night Pinball;;;Dec 26, 2011
7.8;Sega;Sonic Heroes;Action,Platformer,3D,Platformer,3D;66;Nov 17, 2004
7.4;;Sonic Mega Collection Plus;;;Mar 9, 2007
8.5;Sega;Sonic Riders;Driving,Racing,Arcade,Arcade;;Nov 17, 2006
8.7;;Sonic the Hedgehog;;;Oct 26, 2010
8.8;Sega;Sonic the Hedgehog 2;Action,Platformer,2D,Platformer,2D;;Jan 26, 2011
6.2;Sega;Sonic the Hedgehog 4: Episode I;Action,Platformer,2D,Platformer,2D;;Jan 19, 2012
7.1;Sega;Sonic the Hedgehog 4: Episode II;Action,Platformer,2D,Platformer,2D;54;May 15, 2012
;;Sonic the Hedgehog Spinball;;;Sep 13, 2010
;;Sonic's Schoolhouse;;;Oct 18, 1996
7.2;;Sonic: Lost World;;;Nov 2, 2015
;;Sons of Triskelion;;;Sep 25, 2012
6.6;;Sorcerer King;;75;Jul 16, 2015
;Hasbro Interactive;Sorry!;Action,General;;Feb 28, 1998
;;Soul Axiom;;;Nov 17, 2014
6.8;;SOUL GAMBLER;;;Jul 10, 2014
;;Soul Hell on Earth;;;Aug 11, 2014
;;Soul Locus;;;Apr 30, 2015
;;Soul of Guardian;;;Mar 16, 2012
;Webzen;Soul of the Ultimate Nation;Role-Playing,MassivelyMultiplayerOnline,Fantasy;;Oct 21, 2009
8.2;Interplay;Soulbringer;Role-Playing,General,General;70;Jul 10, 2000
;;SoulCraft;;;Jun 1, 2015
;;Soulless;;;May 10, 2015
;Microforum;SoulTrap;Action,General;;Nov 30, 1996
;;Sound of Drop - fall into poison -;;;Oct 30, 2015
;;Sound Shift;;;Aug 26, 2015
;;Soundless Mountain II;;;Sep 7, 2008
6.7;;Soundodger+;;78;Oct 11, 2013
;;Source Control;;;Oct 21, 2013
6.0;Acclaim;South Park;Action,Shooter,First-Person,Modern,Shooter,Modern;;Mar 9, 1999
3.3;Acclaim;South Park Rally;Driving,Racing,Kart,Arcade,Kart,Automobile;;Dec 31, 1999
;Acclaim;South Park: Chef's Luv Shack;Action,General,Miscellaneous,General,Party/Minigame;;Nov 30, 1999
8.6;;South Park: The Stick of Truth;;85;Mar 4, 2014
;;Spa Mania;;;Mar 11, 2009
;;Space - The Return Of The Pixxelfrazzer;;;Nov 20, 2013
;Digital Leisure Inc.;Space Ace;Action,Adventure,InteractiveMovie,General,InteractiveMovie;;Nov 10, 1999
;Digital Leisure Inc.;Space Ace HD;Action,Adventure,InteractiveMovie,General;60;Nov 10, 2007
;;Space Arena;;;Jun 4, 2011
;Strawdog Studios;Space Ark;Action,General,General;;May 23, 2011
;;Space Blaster - Lines;;;Sep 20, 2013
;Ripcord Games;Space Bunnies Must Die!;Action,General,General;;Oct 31, 1998
;;Space Cadet;;;Apr 17, 2014
6.9;;Space Channel 5: Part 2;;;Mar 4, 2011
;Brash Entertainment;Space Chimps;Action,Platformer,3D,Platformer,3D;;Jul 14, 2008
7.5;Gathering;Space Colony;Strategy,Real-Time,Sci-Fi,Sci-Fi,General;75;Oct 14, 2003
;;Space Colony: Steam Edition;;74;Apr 30, 2015
;;Space Cowboy;;;May 25, 2006
;;Space Drifters 2D;;;Jun 8, 2015
;;Space Empires III;;;Oct 31, 1997
;Strategy First;Space Empires IV Deluxe;Strategy,General,General;;Apr 6, 2006
8.0;Strategy First;Space Empires V;Strategy,Turn-Based,Sci-Fi,Sci-Fi;68;Oct 16, 2006
8.3;Shrapnel Games;Space Empires: IV;Strategy,General;79;Nov 6, 2000
7.7;;Space Empires: IV Gold;;;Feb 24, 2002
;Shrapnel Games;Space Empires: Starfury;Role-Playing,PC-styleRPG;68;Sep 29, 2003
8.2;;Space Engineers;;;Oct 23, 2013
8.3;;Space Farmers;;;Apr 17, 2014
;;Space Force: Constellations;;;Sep 13, 2011
5.9;Dreamcatcher;Space Force: Rogue Universe;Simulation,Sci-Fi,LargeSpaceship,LargeSpaceship,Civilian,Space;62;Jun 5, 2007
;;Space Game;;;Dec 1, 2013
;;Space Giraffe;;;Mar 19, 2009
;;Space Grunts;;;Sep 15, 2015
7.9;Meridian4;Space Hack;Role-Playing,ActionRPG,ActionRPG;63;Nov 18, 2005
;;Space Harrier II;;;Jun 1, 2010
;;Space Haste 2;;;Oct 22, 2003
;;Space Heroes Universe;;;Dec 14, 2011
;Shrapnel Games;Space HoRSE;Strategy,Turn-Based,Sci-Fi;54;Aug 1, 2002
7.1;;Space Hulk Ascension Edition;;72;Nov 12, 2014
7.8;Merscom LLC;Space Interceptor: Project Freedom;Simulation,Sci-Fi,LargeSpaceship,LargeSpaceship;71;Nov 9, 2004
;;Space Invaders;;;Oct 5, 1999
8.3;Acclaim;Space Jam;Sports,Traditional,Basketball,Arcade,Arcade,Team;;Jan 7, 1997
;;Space Junk;;;Apr 30, 2015
;;Space Lander;;;Jun 4, 2015
;;Space Legends: At the Edge of the Universe;;;Nov 24, 2014
7.7;;Space Pirates and Zombies;;74;Aug 15, 2011
8.2;Sierra Entertainment;Space Quest Collection;Miscellaneous,Compilation,Compilation;;Sep 15, 2006
;;Space Quest: Incinerations;;;Dec 1, 2012
;;Space Ranger - Arcade Shooter Kit;;;Dec 6, 2013
9.1;;Space Rangers;;;Mar 5, 2010
9.0;eGames;Space Rangers 2: Reboot;Role-Playing,General;;Feb 26, 2009
9.0;Cinemaware;Space Rangers 2: Rise of the Dominators;Role-Playing,General;84;Mar 27, 2006
8.7;;Space Rangers HD: A War Apart;;68;Oct 17, 2013
;;Space Robot Samurai Zombie Slayer;;;May 21, 2015
;;Space Rotary;;;Nov 21, 2013
;;Space Rumble;;;Oct 15, 2013
7.6;;Space Run;;73;Jun 13, 2014
;;Space Salvager;;;Nov 25, 2014
;;Space Seclusion;;;Jun 4, 2015
6.2;Sega;Space Siege;Role-Playing,ActionRPG,ActionRPG;60;Aug 12, 2008
;;Space Sleuth;;;Apr 26, 2015
;;Space Slice;;;Jan 11, 2014
;;Space Station Alpha;;;Feb 27, 2015
;;Space Station Manager;;;Jun 23, 2003
;;Space Tank;;;Jul 15, 2014
;;Space Taxi 2;;;May 28, 2004
;;Space Thinger;;;Sep 25, 2015
4.5;Hermitworks;Space Trader - Merchant Marine;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;53;Nov 3, 2008
;;Space Warp;;;Nov 4, 2014
;;SPACE XNX;;;Dec 9, 2014
;;Space Xonix;;;Sep 17, 2015
;;Space101;;;Aug 7, 2014
3.0;;Spacebase DF-9;;49;Oct 27, 2014
;;SpaceBit;;;Apr 4, 2012
8.4;;SpaceChem;;84;Mar 2, 2011
;;SpaceChem: 63 Corvi;;;Jul 22, 2011
7.5;;SPACECOM;;68;Sep 17, 2014
;;Spacecorn;;;Jun 26, 2012
;;Spaceforce Constellations;;;Jul 23, 2012
;;Spaceforce Homeworld;;;Jul 23, 2012
;DreamCatcher Interactive;Spaceforce: Captains;Strategy,Turn-Based,Sci-Fi;45;Feb 12, 2008
;;Spaceman Sparkles 2;;;May 20, 2015
;;Spaceman Sparkles Moon Edition;;;Jun 5, 2013
;;Spaceport Hope;;;Sep 14, 2015
;;SpaceRoads;;;Dec 23, 2014
;Enlight Software;SpaceStationSim;Miscellaneous,VirtualLife,VirtualLife;57;Dec 6, 2006
;;Spaceward Ho! IV;;;Sep 30, 1996
;;SPACIOUS;;;Jan 23, 2013
;;Spandex Force;;;Feb 8, 2008
;;Spandex Force: Champion Rising;;;May 19, 2014
;;Spandex Force: Superhero U;;;Jul 16, 2011
;;Sparkle;;;Feb 14, 2007
;;Sparkle 2;;;Jun 13, 2013
;;Sparkle 3: Genesis;;;Apr 24, 2015
;;Sparkle Epic;;;May 20, 2015
;;Sparkle Unleashed;;;Apr 16, 2014
8.6;Graphsim Entertainment;Spartan;Strategy,Turn-Based,Historic,Historic;56;May 28, 2004
;;Spartans VS Zombies Defense;;;Jan 6, 2015
6.7;;Spate;;61;Mar 27, 2014
;;Spear of Destiny;;;Sep 18, 1992
;Interactive Magic;Spearhead;Simulation,Tank;;Jul 31, 1998
;Ripcord Games;Spec Ops II: Green Berets;Action,Shooter,Third-Person,Tactical,Modern;;Oct 31, 1999
;Ripcord Games;Spec Ops: Ranger Team Bravo;Action,Shooter,Third-Person,Tactical,Modern,Shooter,Modern;;Sep 30, 1998
;Ripcord Games;Spec Ops: Rangers Lead the Way;Action,Shooter,Third-Person,Tactical,Modern;;Apr 30, 1998
8.2;2K Games;Spec Ops: The Line;Action,Shooter,Third-Person,Tactical,Modern,Shooter,Modern;76;Jun 26, 2012
;;Special Enquiry Detail: Engaged to Kill;;;Mar 13, 2012
8.3;Hip Games;Special Forces: Nemesis Strike;Action,Shooter,Third-Person,Modern,Shooter,Modern;63;Mar 24, 2005
7.1;Atari;Special Forces: Team X;Action,Shooter,Third-Person,Modern,General;48;Feb 6, 2013
;;Spectra;;;Feb 18, 2013
;;Spectra (2015);;60;Jul 10, 2015
5.6;;Spectraball;;;Oct 20, 2008
;;Spectraball: Extended Edition;;;Mar 4, 2013
;;Spectre;;;Jan 1, 2010
;;Spectre (2014);;;Oct 31, 2014
8.1;;Spectromancer;;;Oct 15, 2008
;;Spectromancer - League of Heroes;;;Jun 11, 2010
;;Spectromancer - Truth & Beauty;;;Jun 13, 2011
;;Spectrum: A puzzle platformer;;;Dec 23, 2013
;;Spectrum: First Light;;;Jul 24, 2015
;;Speed Dreams;;;Apr 11, 2012
;;Speed Kills;;;May 16, 2014
7.2;;Speedball 2 - Tournament;;62;Nov 27, 2007
2.9;;Speedball 2 HD;;53;Dec 5, 2013
;eGames;Speedy Eggbert;Action,Platformer,2D,Platformer,2D;;Sep 13, 1998
;;Speedy Solitaire;;;Mar 9, 2006
;;Spell Casting 101;;;Oct 18, 2014
;;Spellagories;;;Jul 7, 2005
;;Spellbind;;;Nov 29, 2014
;;Spellbind (2015);;;Mar 17, 2015
;Centropolis Gaming;Spellbinder: The Nexus Conflict;Role-Playing,ActionRPG;;Oct 31, 1999
;;Spellcaster: The Forgotten Spell;;;Mar 22, 2014
;;Spellcrafter;;;Aug 6, 2014
;;SpellCubed;;;Sep 23, 2014
6.8;;SpellForce 2: Demons of the Past;;54;Jan 14, 2014
8.0;DreamCatcher Interactive;SpellForce 2: Dragon Storm;Role-Playing,PC-styleRPG,PC-styleRPG,Western-Style;;May 14, 2007
5.7;Nordic Games Publishing;SpellForce 2: Faith in Destiny;Role-Playing,PC-styleRPG,PC-styleRPG;55;Jun 19, 2012
6.3;;SpellForce 2: Gold Edition;;;Oct 29, 2009
;;SpellForce 2: Platinum Edition;;;Apr 1, 2011
7.7;Aspyr;SpellForce 2: Shadow Wars;Role-Playing,PC-styleRPG,PC-styleRPG,Western-Style;80;May 5, 2006
7.7;Aspyr;SpellForce Platinum;Strategy,Real-Time,Fantasy,General;;Dec 5, 2005
;;Spellforce Universe;;;Oct 15, 2007
8.0;Encore Software, Inc.;SpellForce: The Order of Dawn;Strategy,Real-Time,Fantasy,General;74;Feb 11, 2004
;;Spellheart;;;Dec 4, 2014
7.1;;Spelunky;;90;Aug 8, 2013
;;Spelunx and the Caves of Mr. Seudo;;;Aug 4, 2010
;;Spermination;;;Apr 29, 2015
;;Spheritis;;;Oct 15, 2014
;;Spheroid;;;Aug 31, 2015
8.0;;Spice Road;;;Apr 24, 2014
8.3;Activision;Spider-Man;ActionAdventure,Sci-Fi,Sci-Fi,General;68;Sep 17, 2001
;Activision Value;Spider-Man 2 Activity Center;Action,General,General;;Jun 28, 2004
3.0;Activision;Spider-Man 2: The Game;ActionAdventure,Sci-Fi,Sci-Fi,General,Open-World;42;Jun 28, 2004
6.9;Activision;Spider-Man 3;Action,ActionAdventure,Platformer,3D,General,Platformer,3D;62;May 4, 2007
5.4;Activision;Spider-Man: Friend or Foe;Action,General,General;57;Oct 2, 2007
7.5;;Spider-Man: Shattered Dimensions;;68;Nov 24, 2010
7.7;Activision;Spider-Man: The Movie;Action,Shooter,Third-Person,Fantasy,2D,Beat-'Em-Up;75;Apr 14, 2002
7.7;Activision;Spider-Man: Web of Shadows;Action,General,General;52;Oct 28, 2008
;;Spider: Rite of the Shrouded Moon;;;Aug 6, 2015
;Arcade Lab;Spin & Win;Miscellaneous,Puzzle,General;;Nov 23, 2004
;Greenstreet Games;Spin Busta;Miscellaneous,Puzzle,General;;Oct 25, 2004
;;Spin Deluxe;;;Apr 9, 2012
;;SPiN WARS;;;Mar 20, 2013
7.8;;SpinTires;;67;Jun 12, 2014
;;Spinword;;;Jan 30, 2007
7.2;;Spiral Knights;;64;Apr 4, 2011
;;Spiral Knights: Operation Crimson Hammer;;;Feb 29, 2012
;;Spirit of the Sky;;;May 6, 2015
;;Spirit of Wandering: The Legend;;;Jan 23, 2008
;;Spirit Of War;;;Mar 12, 2015
;;Spirit Run - Fire vs Ice;;;Feb 12, 2015
;Koramgame.com;Spirit Tales;Role-Playing,MassivelyMultiplayerOnline,Fantasy;;May 10, 2012
;;Spirit: Stallion of the Cimarron;;;May 1, 2006
;;Spirited Heart;;;Apr 14, 2009
;;Spirited Heart Girl's Love;;;Sep 2, 2011
6.7;;Spirits;;;Feb 15, 2012
;;Spirits of Xanadu;;;Mar 26, 2015
7.7;Take-Two Interactive;Splat Renegade Paintball;Sports,Alternative,Other,Other;45;Oct 11, 2005
;;Splatter;;;Jul 23, 2013
;;Splatter - Blood Red Edition;;;Jun 4, 2014
;;Splendor;;;Sep 17, 2015
7.6;;Splice;;70;Jun 13, 2012
8.2;Disney Interactive Studios;Split/Second;Driving,General,General;79;May 18, 2010
;;Spoids;;;Sep 3, 2012
;;Spoiler Alert;;;Jun 30, 2014
;;Spoko and Poko;;;May 11, 2015
;;SpongeBob SquarePants Collection;;;Oct 26, 2005
;;Spongebob Squarepants Four Squared;;;Sep 13, 2009
;;SpongeBob SquarePants: 3D Obstacle Odyssey;;;Jan 5, 2005
8.8;THQ;SpongeBob SquarePants: Battle for Bikini Bottom;Action,Platformer,3D,Platformer,3D;;Oct 31, 2003
6.3;THQ;SpongeBob SquarePants: Creature from the Krusty Krab;Action,Platformer,3D,Platformer,3D;;Oct 16, 2006
;;SpongeBob SquarePants: Diner Dash;;;Jan 4, 2007
;;SpongeBob SquarePants: Diner Dash 2;;;Sep 30, 2007
;;SpongeBob SquarePants: Employee of the Month;;;Sep 23, 2002
;THQ;SpongeBob SquarePants: Krusty Kollection;Action,General;;Mar 11, 2004
7.3;THQ;SpongeBob SquarePants: Lights, Camera, Pants!;Miscellaneous,Party,Party;68;Oct 19, 2005
;;SpongeBob SquarePants: Nighty Nightmare;;;Aug 21, 2006
;;SpongeBob SquarePants: Operation Krabby Patty;;;Sep 24, 2001
;;SpongeBob SquarePants: The Clash of Triton;;;Jan 14, 2011
;;Spooky Bonus;;;Oct 15, 2015
;;Spooky Cats;;;Jun 4, 2015
;;Spooky Heroes;;;Apr 5, 2014
5.1;EA Games;Spore;Strategy,Breeding/Constructing,Breeding/Constructing;84;Sep 7, 2008
8.1;Electronic Arts;Spore Creature Creator;Strategy,Breeding/Constructing,Breeding/Constructing;83;Jun 17, 2008
4.9;Electronic Arts;Spore Creepy & Cute Parts Pack;Strategy,Breeding/Constructing,Breeding/Constructing;53;Nov 17, 2008
7.0;Electronic Arts;Spore Galactic Adventures;Strategy,Breeding/Constructing,Breeding/Constructing;70;Jun 23, 2009
;;SPORT1 Live : Duel;;;May 30, 2014
;Electronic Arts;Sports Car GT;Driving,Racing,GT/Street,GT/Street;;Apr 30, 1999
;;Sportsfriends;;;Dec 19, 2014
;Masque Publishing;Sportsman's Double Play;Sports,Nature,Hunting;;Nov 26, 2006
;GT Interactive;SPQR: The Empire's Darkest Hour;Adventure,General;;Nov 30, 1996
;;Sprill & Ritchie: Adventures in Time;;;Jul 9, 2009
;;Sprill: The Mystery of The Bermuda Triangle;;;Mar 27, 2008
;;Spring Bonus;;;Apr 15, 2011
8.4;Eidos Interactive;Spring Break;Strategy,Tycoon;69;Sep 10, 2002
;;Spring Up Harmony;;;Oct 21, 2011
;;Springer;;;Dec 3, 2014
;THQ;Sprint Cars: Road to Knoxville;Driving,Racing,Rally/Offroad,Rally/Offroad;;Jul 26, 2006
;;Sproggiwood;;;Oct 24, 2014
;;Sproink;;;Mar 20, 2007
;;Sprouts Adventure;;;Jun 15, 2009
;;SPROX;;;May 16, 2014
;;Spud!;;;Mar 3, 2015
8.1;;Spud's Quest;;;Sep 14, 2013
;;Spy Alliance;;;Dec 14, 2010
;;Spy Bugs;;;Jun 26, 2015
7.8;;Spy Chameleon - RGB Agent;;;Jun 11, 2014
;;Spy Fox 3: Operation Ozone;;;Apr 28, 2001
7.8;Aspyr;Spy Hunter;Driving,Mission-based,Mission-based;56;May 28, 2003
;Disney Interactive Studios;Spy Kids 3-D: Game Over;Action,ActionAdventure,Sci-Fi,Platformer,2D;;Jul 1, 2003
;Activision;Spycraft: The Great Game;Adventure,General;;Feb 29, 1996
;;SpyLeaks;;;Oct 24, 2012
;Merscom LLC;Squad Assault: Second Wave;Strategy,Real-Time,Historic,Historic;65;Aug 31, 2005
;Matrix Games;Squad Assault: West Front;Strategy,Real-Time,Military;68;Nov 2, 2003
;HPS Simulations;Squad Battles: Vietnam;Strategy,General;;Aug 2, 2001
;Atari;Squad Leader;Strategy,General,General;46;Oct 24, 2000
;;Squadron 101;;;Jun 15, 2015
;;Square Brawl;;;Oct 22, 2015
;;Square Heroes;;;Apr 10, 2015
;;Square Logic;;;Feb 9, 2010
;;Squarelands;;;Jul 16, 2015
;;Squares game;;;Jan 3, 2015
;;Squid Yes! Not So Octopus!;;;Jan 1, 2009
;;SQUIDS;;;May 19, 2012
;;Squirreltopia;;;Jan 12, 2015
;;Squirt's Adventure;;;Mar 5, 2014
7.8;;Squishy the Suicidal Pig;;;Oct 23, 2014
;;St. Chicken;;;Jun 21, 2012
;;Stack Overload;;;Mar 27, 2013
5.6;Myelin Media;Stacked with Daniel Negreanu;Miscellaneous,Parlor,Gambling,Gambling;54;May 30, 2006
8.0;THQ;Stacking;Action,Miscellaneous,Action,Puzzle,Puzzle;80;Mar 6, 2012
;;Stacks TNT;;;Nov 2, 2015
;;Stained;;;Jul 10, 2014
5.6;;Stairs;;65;Sep 28, 2015
3.8;;Stalin vs. Martians;;25;Apr 29, 2009
;;Stand O' Food;;;Feb 14, 2007
;;Stand O' Food 3;;;May 11, 2011
;;StandPoint;;;Mar 5, 2015
;;Star Alliances;;;Aug 12, 2009
;;Star Balls;;;Aug 18, 2015
8.5;Nayantara Studios;Star Chamber;Strategy,Turn-Based,Sci-Fi,Sci-Fi;85;Nov 13, 2003
;;Star Chamber Maelstrom;;;Feb 26, 2007
;;Star Chamber Special Edition;;;Oct 30, 2006
;;Star Chamber: Incursions;;;Jul 6, 2004
;Nayantara Studios;Star Chamber: Rebellions;Strategy,Turn-Based,Sci-Fi;;Jan 15, 2005
;;Star Chamber: The Harbinger Saga;;;Dec 6, 2005
;;Star Chronicles: Delta Quadrant;;;Jul 7, 2015
;GT Interactive;Star Command Revolution;Strategy,Real-Time,Sci-Fi;;Feb 28, 1997
7.6;;Star Conflict;;75;Feb 27, 2013
;;Star Conflict: Elite Pilot Pack;;;Feb 27, 2013
;;Star Conflict: Mercenary Pack - Galaxy Explorer;;;Feb 27, 2013
;;Star Conflict: Mercenary Pack - Soldier of Fortune;;;Feb 27, 2013
;;Star Conflict: Pirate Pack - Corsair;;;Jul 31, 2013
;;Star Conflict: Pirate Pack - Dead Man's Chest;;;Jul 31, 2013
;;Star Conflict: Pirate Pack - Jolly Roger;;;Jul 31, 2013
5.0;Accolade;Star Control 3;Strategy,General,General;89;Aug 31, 1996
;;Star Corsairs;;;Oct 17, 2011
;Elephant Entertainment;Star Defender III;Action,Shooter,Scrolling;;Aug 8, 2007
;3DO;Star Fighter;Action,General,Shooter,Rail;;Sep 30, 1996
;;Star Fury;;;Jun 9, 2005
;SSI;Star General;Strategy,General,General;;Nov 30, 1996
;;Star Hammer Tactics;;;Feb 14, 2012
6.3;;Star Hammer: The Vanguard Prophecy;;69;Jun 4, 2015
;;Star Horizon;;;May 28, 2015
;;Star Hunter Wolf;;;Aug 22, 2014
;;Star Legends: The Blackstar Chronicles;;;Oct 12, 2011
;;Star Nomad;;;Dec 29, 2014
;;Star Nomad: RPG RTS Sandbox;;;Jul 21, 2014
;;Star Prospector;;;Dec 30, 2010
;Atari;Star Raiders;Simulation,Sci-Fi,SmallSpaceship,SmallSpaceship,Combat,Space;;May 11, 2011
7.8;;Star Ruler;;;Aug 21, 2010
7.1;;Star Ruler 2;;;Mar 27, 2015
;;Star Runner;;;Oct 17, 2013
;;Star Sentinel Tactics;;;Nov 19, 2010
;;Star Sky;;;Oct 23, 2015
;;Star Sonata;;;Oct 3, 2011
8.4;;Star Sonata 2;;;Nov 12, 2011
;;Star Stealing Prince;;;Oct 24, 2011
;;Star Traders 4X Empires;;;Dec 16, 2014
7.8;Activision;Star Trek Away Team;Strategy,Real-Time,Sci-Fi,Sci-Fi;64;Mar 19, 2001
8.0;Activision;Star Trek Bridge Commander;Simulation,Sci-Fi,LargeSpaceship;82;Feb 27, 2002
;Activision;Star Trek ConQuest Online;Strategy,General,General;63;Jul 14, 2000
5.8;MicroProse;Star Trek Generations;ActionAdventure,Sci-Fi,Sci-Fi;;Apr 30, 1997
6.2;Atari;Star Trek Online;Role-Playing,Sci-Fi,MassivelyMultiplayerOnline,Sci-Fi;66;Feb 2, 2010
8.6;Perfect World Entertainment;Star Trek Online: Legacy of Romulus;Role-Playing,Sci-Fi,MassivelyMultiplayerOnline,Sci-Fi;76;May 21, 2013
;Interplay;Star Trek Pinball;Miscellaneous,Parlor,Pinball,Pinball;;Jan 31, 1998
7.6;;Star Trek Starfleet Command: Orion Pirates;;78;Jul 1, 2001
2.3;Namco Bandai Games America, Namco Bandai Games;Star Trek The Video Game;ActionAdventure,Sci-Fi,Sci-Fi;43;Apr 23, 2013
8.3;Activision;Star Trek: Armada;Strategy,General;;Feb 29, 2000
8.2;Activision;Star Trek: Armada II;Strategy,General;65;Nov 12, 2001
;Simon & Schuster;Star Trek: Borg;Action,Adventure,InteractiveMovie,General,InteractiveMovie;;Oct 31, 1996
4.0;;Star Trek: D-A-C;;50;Nov 12, 2009
6.3;Simon & Schuster;Star Trek: Deep Space Nine: Dominion Wars;Strategy,General;64;Jun 10, 2001
;Viacom New Media;Star Trek: Deep Space Nine: Harbinger;First-Person,Adventure,Sci-Fi;;Feb 29, 1996
7.9;Simon & Schuster;Star Trek: Deep Space Nine: The Fallen;Action,Shooter,Third-Person,Sci-Fi;81;Nov 15, 2000
7.6;Activision;Star Trek: Elite Force II;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;78;Jun 25, 2003
;Activision;Star Trek: Hidden Evil;Adventure,General,General;;Nov 17, 1999
7.2;Interplay;Star Trek: Klingon Academy;Simulation,Sci-Fi,LargeSpaceship,LargeSpaceship;74;Jun 21, 2000
3.8;Bethesda Softworks;Star Trek: Legacy;Simulation,Sci-Fi,LargeSpaceship,LargeSpaceship;56;Dec 5, 2006
